Ward,Latitude,Longitude,Irradiance_kWh/m2/day,Ambient_Temperature_C
Kiima Kiu/Kalanzoni Ward,-1.8349325781427277,37.224455570113705,5.53,18.3
Ukia ward,-1.7606493509623482,37.51474969581158,5.47,20.8
Kee ward,-1.7299238344369323,37.36024252578896,5.52,18.9
Kilungu ward,-1.7934884211891364,37.37670899815754,5.54,16.2
Ilima ward,-1.8310029380577757,37.42542133131472,5.36,18.3
Wote Ward,-1.79386463241469,37.5985247007287,5.38,20.8
Muvau/Kikumini Ward,-1.8592660795462463,37.65324917168019,5.41,20.8
Mavindini Ward,-1.8569112283558025,37.81033172354029,5.51,21.8
Kitise/Kithuki Ward,-2.0278400284486877,37.87615412815242,5.53,23.1
Kathonzweni Ward,-1.9847903548049064,37.74976890792632,5.51,22.1
Nzaui/Kilili/Kalamba Ward,-1.9155387302038396,37.53800138828752,5.32,19.8
Mbitini Ward,-1.9682515205870128,37.44979196016017,5.59,21.0
Makindu Ward,-2.2201967014388506,37.79288617580437,5.52,23.0
Nguumo Ward,-2.3350639128410178,37.88589342618743,5.6,22.8
Kikumbulyu North Ward,-2.2637258068468684,38.02239575992199,5.6,23.7
Kikumbulyu South Ward,-2.365818933766957,37.99506876143443,5.6,23.4
Nguu/Masumba Ward,-2.0690600095880582,37.63175982447764,5.46,22.0
Etenje Ward,0.2735698500375481,34.431459466259874,6.14,22.2
Musanda Ward,0.2224141848134264,34.43528342051827,6.13,21.9
Bomani Ward,-3.410315208803479,37.68678775550855,5.62,23.8
Mboghoni Ward,-3.463372479860399,37.67045326741391,5.67,24.4
Kasigau Ward,-3.872527276324868,38.66002334637457,5.32,24.1
Jarajila Ward,-0.3971534500562063,40.74974704481069,5.44,28.3
Fafi Ward,-0.4366804370021337,40.28449941384711,5.52,28.4
Korondile Ward,2.775223568877282,39.22517814970805,5.32,27.0
Elnur/tula tula Ward,2.212408108826022,39.484568789686186,5.49,27.8
TAKABA SOUTH,3.2378878256257098,40.322361140024434,5.28,26.1
TAKABA,3.5037404629286213,40.07764213585428,5.33,25.6
Benane Ward,0.598808403818916,40.39993169353925,5.51,29.1
Burder Ward,1.222765362969131,40.524622231253474,5.52,28.9
Junju Ward,-3.827134072745029,39.77762958089052,5.63,26.1
Mayoni Ward,0.3760898076349126,34.46060590723444,6.12,22.0
Namamali Ward,0.4391376706525842,34.405033111977374,6.12,22.2
Marama West Ward,0.2437097300298929,34.566431963977585,6.11,21.9
Marama Central Ward,0.2496946255132431,34.496951173195136,6.12,21.9
Marenyo-shianda Ward,0.1829384855467978,34.51727653674054,6.1,21.8
Marama North Ward,0.2048191050421478,34.580422666189,6.09,21.9
Marama South Ward,0.1769788670987889,34.45860206115451,6.12,21.6
Kisa East Ward,0.1367812914221257,34.632768480456186,6.04,21.6
Kisa West Ward,0.1316493896813717,34.4985403891952,6.08,21.3
Kisa Central Ward,0.1456056587812498,34.56248313812953,6.07,21.1
Isukha North Ward,0.3580250520400979,34.883778400152885,5.92,21.6
Murhanda Ward,0.2665342614413382,34.810407773594754,5.99,21.4
Isukha Central Ward,0.2240883426037797,34.823099461450795,5.97,21.1
Isukha South Ward,0.2061366206078722,34.781939166252045,6.01,20.9
Isukha East Ward,0.2789579239601439,34.89354972096292,5.87,21.4
Isukha West Ward,0.2304253794985962,34.73774649463894,6.04,21.3
Idakho South Ward,0.1508688183484448,34.703290827769976,6.02,21.0
Idakho East Ward,0.1672055191170795,34.76192103186165,6.0,21.4
Idakho North Ward,0.2272020584961687,34.67867470513471,6.06,21.8
Idakho Central Ward,0.1903692054597534,34.68884924281964,6.04,21.3
Malaba Central Ward,0.6288903453024987,34.28831240385129,6.01,22.8
Malaba North Ward,0.6567270870147439,34.31920789136382,5.97,22.8
Ang'urai South Ward,0.6764121115605928,34.36899123380971,5.94,22.3
Ang'urai North Ward,0.7311492768265317,34.34369833256817,5.81,22.6
Ang'urai East Ward,0.7358012180421666,34.398250815212265,5.78,22.3
Malaba South Ward,0.6078590192617597,34.313400785791785,6.03,22.8
Ang'orom Ward,0.4778494662114165,34.130123555343914,6.01,22.2
Chakol South Ward,0.5110357150000646,34.16355915786965,6.04,22.4
Chakol North Ward,0.5578373180055443,34.18495941394003,6.05,22.3
Amukura West Ward,0.5926702196307845,34.21892747515981,6.04,22.5
Amukura East Ward,0.5473716285059143,34.30022577460078,6.05,22.2
Githioro Ward,-0.4958514682280928,36.46583096637684,5.54,17.2
Mbitini Ward,-1.5517825180809997,38.08391795740785,5.56,22.1
Kanjuiri range Ward,-0.3006222316169857,36.26921065971074,5.63,14.5
Amukura Central Ward,0.5275433091590992,34.247515924405654,6.06,21.9
Zombe/mwitika Ward,-1.4496739460808337,38.28894294088701,5.49,24.3
MOYALE TOWNSHIP,3.521389761344073,39.05363686981952,5.24,22.4
URAN,3.076908712215006,38.58910947029791,5.59,27.0
OBBU,3.100270705076953,38.81889285502242,5.41,27.0
DUKANA,3.956695335545365,37.21745161236756,6.02,28.6
MAIKONA,3.2213510731625763,37.72488956050236,5.89,26.8
WARGADUD,3.087735138436501,40.8068523181794,5.41,26.9
Rurii Ward,-0.2153699182109738,36.3738408486656,5.57,15.9
Chewele Ward,-0.8735586836071889,39.70202796332014,5.52,28.1
KARARE,2.2499668527493117,37.88382386195715,6.51,22.8
MARSABIT CENTRAL,2.4431118340024893,37.91551207772723,6.41,26.9
LOIYANGALANI,2.8995658556128565,36.71778858130028,6.34,31.1
Madogo Ward,-0.3265047890660629,39.310583986964126,5.75,27.5
Mayenje Ward,0.4271139734842065,34.10508209269688,6.01,22.4
Marachi West Ward,0.3045158417411878,34.20884298362188,6.03,21.9
Karima Ward,-0.5421719892378765,36.97196606858764,5.38,15.9
Gikondi Ward,-0.5988665582228414,37.06281577256841,5.41,16.9
Rugi Ward,-0.5985517291786429,37.112285427625686,5.43,17.4
Mukurwe-ini west Ward,-0.5440469560663534,37.02154450541,5.42,16.0
Mukurwe-ini central Ward,-0.5682784998703256,37.10781598821187,5.41,17.1
Kiganjo/mathari Ward,-0.3967980212089945,36.96672497427132,5.47,16.8
Rware Ward,-0.422577234500718,36.94890425503096,5.45,16.4
Gatitu/muruguru Ward,-0.4416328203796663,37.00336057524132,5.46,16.9
RURING'U / Karia Ward,-0.4530846969990983,36.96067301177108,5.43,16.3
Kamakwa/mukaro Ward,-0.4395562051701949,36.91846494045551,5.41,15.8
Mutithi Ward,-0.698594154234625,37.28014787472286,5.62,19.8
Kangai Ward,-0.6176741382210664,37.29826266031292,5.54,19.6
Thiba Ward,-0.6782389508975452,37.3291069039315,5.74,20.3
Wamumu Ward,-0.7371386252135629,37.3760285895928,5.73,21.0
Nyangati Ward,-0.5922574990382494,37.34814520033892,5.5,19.8
Murinduko Ward,-0.6179234440372683,37.43546248230321,5.5,20.7
Gathigiriri Ward,-0.6600450420943355,37.39182012857644,5.69,20.8
Tebere Ward,-0.6944459335625845,37.40115182082202,5.7,21.0
Kabare Ward,-0.4856243402618964,37.31568687109368,5.0,17.8
Baragwi Ward,-0.5070145917950182,37.3468278901674,5.11,18.4
Njukiine Ward,-0.5125055666505581,37.40117521776855,5.21,18.6
Ngariama Ward,-0.4455716281661172,37.39855203428825,4.95,17.6
Karumandi Ward,-0.4462485768319679,37.35096803052306,4.81,17.6
Mukure Ward,-0.5113432075328281,37.215957992219856,5.14,17.3
Kiine Ward,-0.5563586307893462,37.20433852212435,5.31,17.8
Kariti Ward,-0.6199736697109416,37.19322206434347,5.46,18.9
Marachi East Ward,0.3811682786191915,34.37262736543999,6.12,22.2
Marachi North Ward,0.3402153415217046,34.34839887703464,6.12,21.9
Elugulu Ward,0.3645433530942971,34.30837822409551,6.1,22.1
Namboboto Nambuku Ward,0.3161906306492473,34.10735944992437,6.05,22.4
Nangina Ward,0.2733172543763906,34.11576148663297,6.03,22.5
Ageng'a Nanguba Ward,0.2290593697575939,34.06282470719157,6.06,21.7
Bwiri Ward,0.1747145194232621,34.05488889735545,6.09,22.6
Kiru Ward,-0.6330197423106406,36.80737525364342,4.72,13.6
Kamacharia Ward,-0.6035795766439018,37.00817651799738,5.41,16.3
Wangu Ward,-0.7189054905148556,37.02521632645442,5.39,16.6
Mugoiri Ward,-0.7586904464790826,37.034298960655775,5.39,17.0
Mbiri Ward,-0.7336229089970037,37.190366080808815,5.55,19.3
Township Ward,-0.7254373387836482,37.14927469071586,5.52,18.3
Murarandia Ward,-0.7337867266683401,36.9255319905506,5.17,15.6
Elburgon Ward,-0.301133813017741,35.79136987477687,5.9,14.6
Njoro Ward,-0.3440006735539309,35.944586494293425,5.91,15.8
Biashara Ward,-0.6818729389754584,36.50445041316939,5.63,16.5
Hells Gate Ward,-0.8043571478230613,36.47576482493584,5.82,17.3
Gaturi Ward,-0.6633351600514087,37.11825828100168,5.46,17.6
Kahumbu Ward,-0.8601966129654898,37.08184102957652,5.41,17.9
Amalo Ward,-0.6223600550758949,35.66363684638444,5.31,16.1
Keringet Ward,-0.4606242590732713,35.69782934929938,5.55,14.3
Kiptagich Ward,-0.5829369310604477,35.609070593407814,5.26,15.7
Tinet Ward,-0.4820798788431353,35.59620253939926,5.37,15.6
Kaeris Ward,3.949281450655188,35.43347336800279,6.31,29.0
Lakezone Ward,4.101065975431693,35.801469217421015,6.31,29.5
Lapur Ward,4.6103634895747385,35.70613397760811,6.12,30.0
Kaaleng/kaikor Ward,4.564853211568061,35.269261371207634,5.68,29.5
Muthithi Ward,-0.8374255643208907,37.089072661826144,5.42,17.8
Kigumo Ward,-0.8123636488501116,36.9906073726646,5.32,16.6
Kangari Ward,-0.7375973722109396,36.789870928786655,4.89,12.9
Kinyona Ward,-0.7598150923864226,36.891339869322685,5.14,14.6
Kimorori/wempa Ward,-0.9507310069588016,37.16544189434292,5.42,18.5
Makuyu Ward,-0.9150548514002498,37.24215828623506,5.49,18.4
Kambiti Ward,-0.8097172901636296,37.2190105698777,5.59,19.4
Kamahuhu Ward,-0.841372237917004,37.17169600076086,5.52,18.9
Ichagaki Ward,-0.8090427976661004,37.12178392509718,5.48,18.3
Nginda Ward,-0.7872167941644531,37.08191962907131,5.45,17.9
Ng'araria Ward,-0.9369947242171676,37.02702074802347,5.42,17.8
Muruka Ward,-0.927437611005274,37.056282576125184,5.42,17.8
Kagundu-ini Ward,-0.906431099605458,37.071343841962765,5.41,17.9
Gaichanjiru Ward,-0.8721839632067558,37.04989335763834,5.39,17.7
Ithiru Ward,-0.8813971832192662,36.98836881617399,5.35,17.0
Ruchu Ward,-0.8322382764485314,36.921451515970375,5.23,15.5
Ithanga Ward,-0.9943516537793848,37.34835478142664,5.54,20.4
Kakuzi/mitubiri Ward,-1.01970207082512,37.238576110856044,5.48,19.3
Kingandole Ward,0.3538613320728882,34.23452733178469,6.07,22.2
Leshau/pondo Ward,0.0563290824754614,36.48575499823678,5.9,16.9
Lopur Ward,3.8824268712789753,34.980410517384655,6.04,29.5
Letea Ward,3.373993216508287,34.700632623493014,6.21,26.9
Songot Ward,4.164097566204881,34.796043144781805,6.0,29.8
Mugumo-ini Ward,-0.9847351104548336,37.0311185624262,5.42,18.3
Kihumbu-ini Ward,-0.9222479767342918,36.97510440768074,5.38,17.3
Gatanga Ward,-0.913728450249504,36.92498588237871,5.3,16.7
Kariara Ward,-0.8171678351350375,36.80779220027738,5.12,14.8
Moi's Bridge Ward,0.8910562539365185,35.166867184566186,5.89,18.7
Masalani Ward,-1.7485799598211544,40.28130475389592,5.42,27.7
Kapkures Ward,0.8438993772258908,35.15694423777425,5.96,18.9
Ziwa Ward,0.8326093230373004,35.26847097460804,6.04,18.3
Soy Ward,0.7133711708807142,35.24476111912994,6.15,18.5
Kuinet/kapsuswa Ward,0.6256279495161333,35.297600446855306,6.27,17.8
Ngenyilel Ward,0.5808070144137413,34.94974709540194,6.09,19.9
Tapsagoi Ward,0.5928356933079635,35.07158440160621,6.1,19.6
Kamagut Ward,0.5925763882063488,35.15719111028494,6.15,18.9
Kiplombe Ward,0.6252407709981048,35.229811997866804,6.21,18.4
Kapsaos Ward,0.5613160871582693,35.22877605793535,6.19,18.6
Huruma Ward,0.5266142693103514,35.2492041281781,6.18,18.4
Gurar Ward,3.3758363109780363,39.64525560891897,5.24,24.1
Waita Ward,-0.8001842213173476,38.14455988294088,5.68,23.1
Mutongoni Ward,-1.185112491789108,37.97582597840033,5.79,20.0
Kauwi Ward,-1.196493643622394,37.84621238829198,5.58,20.9
Matinyani Ward,-1.2992190147543208,37.983304481912896,5.7,21.0
Kwamutonga/kithumula Ward,-1.292709802135224,37.878408375124,5.54,21.4
Karatina town Ward,-0.4524109893945012,37.11209865492358,5.35,16.1
Mahiga Ward,-0.510113229037463,36.76971071751253,4.98,12.4
Voo/kyamatu Ward,-1.585333856892185,38.423447858054026,5.41,25.1
Endau/malalani Ward,-1.2838129719295963,38.72049885390911,5.42,26.4
Mutitu/kaliku Ward,-1.2736656208245491,38.29873983791212,5.43,23.7
Ikanga/kyatune Ward,-1.731422897108731,38.08060086768796,5.54,23.3
Emali/Mulala Ward,-2.040329476088993,37.50830285607515,5.47,21.4
Masongaleni Ward,-2.458668273603555,38.16675608729396,5.61,23.6
Mtito Andei Ward,-2.7076254967341367,38.29316248703256,5.46,24.3
Thange Ward,-2.5039638280058054,37.88836340572133,5.31,22.5
Ivingoni/Nzambani Ward,-2.6547032346476973,38.04494344424312,5.57,23.0
Engineer Ward,-0.6353863868207483,36.55868163979365,5.57,14.6
Gathara Ward,-0.6220873823677064,36.62157585834038,5.43,12.6
North kinangop Ward,-0.5303660786397576,36.62539917641517,5.25,13.0
Murungaru Ward,-0.5225287459919463,36.52933433596314,5.42,15.8
Wanjohi Ward,-0.3120061960365463,36.49452315247612,5.53,16.4
Kipipiri Ward,-0.4077932869341958,36.46171158960532,5.56,16.9
Mutira Ward,-0.4666007114137307,37.23379890628967,4.97,16.6
Kanyekini Ward,-0.5541982347278431,37.27718768522399,5.28,18.6
Kerugoya Ward,-0.4980845413040827,37.28449534643541,5.04,17.6
Inoi Ward,-0.3402350536257184,37.30743788331168,4.23,13.8
Kerio Delta Ward,2.8479728877281096,36.06909108186355,6.57,30.6
KANG'ATOTHA Ward,3.241655540992677,35.939346521672284,6.56,29.7
Kalokol Ward,3.4531190258599502,35.71205939021769,6.45,29.9
Mathare North Ward,-1.2532569340283126,36.87065050149124,5.35,19.2
Marachi Central Ward,0.3457247354895041,34.273235820445144,6.08,22.0
Bunyala Central Ward,0.0683944075489036,34.041231671576554,6.17,23.4
Imara Daima Ward,-1.3212907612288842,36.87683458343351,5.36,19.3
Tembelio Ward,0.5599632727362006,35.42012510498885,6.37,15.8
Sergoit Ward,0.639202695212171,35.368132382233625,6.34,16.4
Karuna/meibeki Ward,0.819711939481531,35.438530134350444,6.18,17.6
Moiben Ward,0.7731559839250768,35.36697566953563,6.22,16.7
Kimumu Ward,0.550404745556258,35.28827196962676,6.24,17.3
Kapsoya Ward,0.5100043934287088,35.32595646972042,6.24,16.7
Kaptagat Ward,0.4197525489155785,35.42373598423903,6.22,15.9
Ainabkoi/olare Ward,0.2041391689751663,35.499700378710976,6.11,14.9
Simat/ Kapseret Ward,0.4723847967422181,35.20131617365697,6.09,18.4
Kipkenyo Ward,0.5165418737794162,35.24166418136081,6.17,18.4
Bunyala North Ward,0.133791280269959,34.03746862644541,6.12,23.2
Bunyala West Ward,0.0971950808698849,33.98274461773444,6.16,23.3
Bunyala South Ward,0.0332167950410038,34.0052719931804,6.2,23.4
Mariashoni Ward,-0.4058921553106047,35.8121333691398,5.67,11.9
Turi Ward,-0.299372619034408,35.73826122866389,5.88,14.6
Molo Ward,-0.2248922616691081,35.764930797320744,5.9,15.7
Mau Narok Ward,-0.6212505452630347,35.98803499404953,5.79,11.4
Mauche Ward,-0.5063971883311362,35.94546044006,5.59,12.9
Kihingo Ward,-0.4708295625515871,36.02238154260597,5.89,16.3
Nessuit Ward,-0.4056459243418253,35.89188907379725,5.66,13.7
Lare Ward,-0.4184042125411313,36.00729374144628,5.9,16.4
Kilgoris Central  Ward,-1.0018455644605464,34.93413666982777,5.88,19.4
Lake View Ward,-0.7476062443654697,36.44913918206546,5.92,18.4
Mai Mahiu Ward,-1.007036016980239,36.48283854295699,5.64,19.1
Maeilla Ward,-0.7816890828107387,36.23720020939332,5.76,16.9
Olkaria Ward,-0.8990577309046702,36.36296055367189,5.78,16.8
Naivasha East Ward,-0.8043794713011575,36.52085248094215,5.74,15.4
Viwandani Ward,-0.7365927648795467,36.40535355300707,6.0,19.1
Gilgil Ward,-0.4720988886457004,36.29995837613535,5.94,18.8
Elementaita Ward,-0.5848962834692064,36.10452952717266,5.92,16.6
Mbaruk/eburu Ward,-0.5185083458629608,36.2330853529789,5.93,18.3
Malewa West Ward,-0.6695125683687733,36.37219049772405,5.96,19.3
Murindat Ward,-0.4622351959883213,36.35233147243304,5.8,17.8
Kibish Ward,5.124133359544516,35.4431758731854,,
Lokichoggio Ward,4.243289617228198,34.22159573275648,5.89,27.8
Turkwel Ward,3.1741476012451293,35.31353299063064,6.31,28.6
Lokiriama/Lorengippi Ward,2.729828004608525,34.87337216516428,6.35,25.6
Kaputir Ward,2.160016567903109,35.38323581991289,6.33,26.9
Lobokat Ward,1.8904377422983885,35.61125820961715,6.08,26.4
Kalapata Ward,2.431405338031095,35.976380302649204,6.39,29.2
Kapenguria Ward,1.3144338702781395,35.1202386200237,6.03,18.6
Mnagei Ward,1.253974170217265,35.0545421083489,6.03,17.9
Siyoi Ward,1.21965844548606,35.165081122755666,5.71,17.1
Endugh Ward,1.739636567681204,35.26268882824956,6.44,22.9
Sook Ward,1.587475304094377,35.30184424924234,5.96,17.6
Sekerr Ward,1.7022841611428272,35.4345003786092,5.67,16.7
Masool Ward,1.6015705857627218,35.64863511681107,6.14,24.0
Danaba Ward,3.1106270227089783,39.77143504040188,5.26,25.9
Lomut Ward,1.380795015966278,35.59285265700553,5.97,22.2
Wei wei Ward,1.447936375178143,35.475146212308395,6.04,25.1
Olorropil Ward,-0.7685841805063793,35.96679274655561,5.42,13.0
Melili Ward,-0.868272853781204,36.03997102954796,5.5,12.8
Mosiro Ward,-1.2271407477585492,36.08957044047256,5.89,18.5
Ildamat Ward,-1.110237500203289,36.008314122341446,5.86,18.4
Keekonyokie Ward,-1.15707569426139,36.23834556948057,5.8,19.6
Suswa Ward,-1.0060025652603162,36.234473602487874,5.45,17.9
Maji Moto/naroosura Ward,-1.4032093829602876,35.82053150224418,6.22,18.7
Ololulung'a Ward,-0.95359571460417,35.65865158349331,5.84,18.8
Melelo Ward,-0.8761346393437789,35.62567927673058,5.69,18.4
Loita Ward,-1.8499499494196496,35.85661743936103,5.9,15.1
Sogoo Ward,-0.8182741328447096,35.60377401782377,5.56,17.4
Sagamian Ward,-0.7049833006348734,35.52967362132462,5.33,16.8
Ilmotiook Ward,-0.9676183052072712,35.50211774811827,5.96,18.6
Mara Ward,-1.1763979740754384,35.24765984955583,6.14,19.1
Siana Ward,-1.4221826018953083,35.38202386328991,6.13,21.0
Loosuk Ward,1.0945229531546536,36.519801119501,5.33,19.0
Porro Ward,1.192006895178357,36.57444068836657,5.32,15.8
El-barta Ward,1.577421802558514,36.855939022146245,6.57,24.0
Nachola Ward,1.6560836809950217,36.58992435810698,6.23,28.3
Ndoto Ward,1.7315589419767374,37.116987090348566,5.8,21.4
Nyiro Ward,2.122262754244485,36.77145225086561,5.91,24.4
Angata nayokie Ward,1.316157205530532,36.71638067518012,5.76,19.0
Baawa Ward,1.0923772528083824,36.89538552191832,5.71,20.1
Waso Ward,1.0464848376745923,37.70837455004017,6.31,25.1
Wamba west Ward,0.842134593380419,37.20877627668143,6.31,22.3
Wamba east Ward,1.0231176796625212,37.420745565984696,6.14,24.6
Wamba north Ward,1.330435753874735,37.18110202869178,6.37,20.3
Kapomboi Ward,1.114913887708222,34.933660850442266,5.91,18.1
Kwanza Ward,1.1364252051622654,35.03208595230193,5.78,17.8
Mwawesa Ward,-3.92847631449193,39.61859425535295,5.42,26.1
Chepchoina Ward,1.1795446845914324,34.77216034253351,5.68,16.8
Endebess Ward,1.049576572209688,34.80089311623094,5.62,16.9
Matumbei Ward,1.1026642051159354,34.746809418823005,5.34,15.3
Kinyoro Ward,0.9954197393478575,34.8316415622045,5.75,17.6
Matisi Ward,0.9966624308210278,34.97466043915077,5.81,17.9
Mjambere Ward,-4.030626874224827,39.68087717540502,5.68,26.3
Naikarra Ward,-1.6788309305873872,35.54638397961098,5.88,18.9
Githiga Ward,-1.076189339128611,36.724653747615946,5.25,15.7
Ikinu Ward,-1.1062655476034997,36.80470196437869,5.28,17.6
Ngewa Ward,-1.08086950201333,36.838707781478014,5.32,17.9
Komothai Ward,-1.0405592639587458,36.83577958299515,5.3,17.4
Ting'ang'a Ward,-1.1391448471116248,36.85508160238505,5.33,18.3
Ndumberi Ward,-1.1612004860572234,36.801729470065226,5.3,18.1
Riabai Ward,-1.1626608382836474,36.83742222130114,5.32,18.4
Kiambu Township Ward,-1.1890332443872225,36.843967518138655,5.33,18.7
Cianda Ward,-1.1337169018408255,36.762724454783886,5.28,17.4
Karuri Ward,-1.1729312497328517,36.75266627743399,5.31,17.3
Ndenderu Ward,-1.1984895135390123,36.746501003666594,5.32,18.2
Muchatha Ward,-1.18696857252406,36.781150245268506,5.31,18.4
Kihara Ward,-1.2165198947423823,36.767410676525365,5.32,18.5
Kiptororo Ward,-0.3489275871470966,35.50629087917058,5.43,15.9
Nyota Ward,-0.3540916280527386,35.632186152774494,5.7,13.8
Sirikwa Ward,-0.2672297181937339,35.6773015747872,5.82,13.5
Gitaru,-1.232920439783962,36.68969331243248,5.43,17.3
Muguga,-1.205406773218915,36.67438560264545,5.49,16.7
Nyadhuna Ward,-1.201900018801377,36.708970836085264,5.38,17.7
Kabete Ward,-1.2306053349895043,36.72515290802711,5.33,18.2
Kiminini Ward,0.8923203481092219,34.93994793820751,5.9,18.9
Waitaluk Ward,0.9283847983598054,35.0344677579276,5.84,18.4
Sirende Ward,0.958637116356306,35.077003917664435,5.78,18.7
Subukia Ward,-0.0170916839382716,36.20261636648914,5.92,17.1
Ibrahim ure Ward,1.5721161538742965,40.45191804576748,5.42,28.8
Menengai West Ward,-0.2072361454904617,35.99841401930215,6.04,16.8
Kinale Ward,-0.8781683887748236,36.651384602481365,5.28,12.8
Nyanduma Ward,-0.991415306188156,36.7355335486143,5.13,15.8
Kamburu Ward,-1.0292974357111015,36.74226160180378,5.21,16.3
Lari/kirenga Ward,-1.0303215639848329,36.63907754505248,5.65,14.2
Kiamwangi Ward,-1.0324298685194606,36.87284323877876,5.34,17.5
Kiganjo Ward,-0.978771733328168,36.801061593780425,5.2,16.6
Ndarugu Ward,-0.9433530949474837,36.80424828595367,5.16,16.1
Ngenda Ward,-1.0129256144774177,36.90380917028559,5.36,17.5
Gituamba Ward,-0.9007911038646156,36.85003933016519,5.22,16.1
Githobokoni Ward,-0.8782073376273904,36.74543708959179,5.01,14.9
Chania Ward,-0.9602602043008158,36.927037701405645,5.34,17.3
Mang'u Ward,-0.9926378082895546,36.94176813946876,5.39,17.8
Murera Ward,-1.0959724466446263,36.93983688354776,5.4,18.6
Theta Ward,-1.1555252017090651,37.01573436851562,5.51,19.3
Visoi Ward,-0.1562245549681183,35.87534171966926,6.13,17.5
Juja Ward,-1.0768739584617353,36.98601710004707,5.4,18.7
Witeithie Ward,-1.0676990801092745,37.034318101888495,5.43,18.7
Kalimoni Ward,-1.1485742480055012,37.10082508081005,5.55,19.3
Thika Township Ward,-1.0305446956234892,37.03322073859749,5.41,18.4
Kamenu Ward,-1.0764570263839155,37.1282494357881,5.51,19.1
Hospital Ward,-1.049248191334723,37.11712261885067,5.45,18.9
Dundori Ward,-0.2453666403195857,36.200902096096605,5.71,17.9
Rurumaward,-3.8798029731361305,39.58560557212624,5.45,25.3
Makutano Ward,1.0917745593772084,35.174763830388706,5.54,18.8
Kaplamai Ward,0.974492461247319,35.10691418422175,5.76,18.8
Motosiet Ward,0.9651764446965752,35.174619199593614,5.75,19.0
Cherangany/suwerwa Ward,1.0313447861252545,35.23691819086539,5.61,18.3
Chepsiro/kiptoror Ward,0.9661563161883322,35.30269698413372,5.7,16.9
Magogoni Ward,-4.019588541091615,39.68627876395786,5.67,26.3
North Uyoma Ward,-0.2576719948171511,34.35097590281543,6.25,23.4
South Uyoma Ward,-0.3381689050579303,34.32361287599752,6.3,23.3
West Uyoma Ward,-0.2725970351256515,34.29020165278927,6.29,23.4
Ukunda Ward,-4.311105009613241,39.55973404409543,5.59,26.3
Kinondo Ward,-4.379430097500507,39.49452756192788,5.54,26.1
Ramisi Ward,-4.463897983921065,39.41398110581629,5.54,25.9
Pongwe Kikoneni Ward,-4.5359910516013455,39.32908026875977,5.64,26.3
Dzombo Ward,-4.453395520262959,39.21945276299404,5.58,25.6
Mwereni Ward,-4.278036323486854,38.85981474518449,5.41,23.9
Vanga Ward,-4.57302286293587,39.14917945564031,5.56,26.3
Kabatini Ward,-0.2091800753474133,36.15826285040909,5.82,19.2
Tsimba Golini Ward,-4.16449380104912,39.50618675397284,5.39,25.2
Waa Ngombeni Ward,-4.155198347410643,39.594647773057744,5.64,26.2
Kamara Ward,-0.1449493835036363,35.67042248372232,5.89,13.9
Tiwi Ward,-4.230207551538617,39.56381491200205,5.55,26.0
Kubo South Ward,-4.304644441602873,39.37271185703613,5.35,24.9
Waseges Ward,0.1008143919555518,36.23592479906743,6.03,21.5
Kabazi Ward,-0.1048283784072338,36.13078880236075,5.96,20.6
Kapyego Ward,1.1210121513922278,35.50593635093718,5.62,10.6
Sambirir Ward,1.0657929522939988,35.61680835436691,5.9,19.9
Mkongani Ward,-4.257804772465522,39.28439756730166,5.44,25.3
Ndavaya Ward,-4.189687860099118,39.1058756655836,5.39,25.3
Puma Ward,-4.057815204163251,39.05215140178224,5.37,24.8
Kinango Ward,-4.087540662726905,39.42592731231469,5.38,25.3
Mackinon Road Ward,-3.8014844493511712,39.120539266443785,5.31,24.9
Chengoni/samburu Ward,-3.7783610598949937,39.26609268963538,5.33,25.4
Mwavumbo Ward,-3.900769179936324,39.40810495984454,5.31,25.7
Kiamaina Ward,-0.2313733201347104,36.08833576000757,5.31,18.3
Kasemeni Ward,-3.999919120756798,39.43679080118352,5.35,25.5
Gatuanyaga Ward,-1.0818329175552026,37.179491662229445,5.54,19.1
Ngoliba Ward,-1.0654038606290397,37.29093506774947,5.56,19.7
Gitothua,-1.1315136496443243,36.91335708936767,5.38,18.8
Mahoo Ward,-3.361298625155858,37.70393128828558,5.6,22.9
Kimulot Ward,-0.5336827892087292,35.256024391485404,5.54,18.9
Mogogosiek Ward,-0.6240848005917896,35.28698110378501,5.52,18.6
Boito Ward,-0.52314620474765,35.41723660581196,5.21,17.4
Embomos Ward,-0.6030675930406287,35.36196257338116,5.39,17.9
BOMBABA BORABU,-0.8978083682942496,34.77590242557329,5.74,19.6
Soin Ward,-0.0520574447375055,35.98634283747641,6.18,19.3
Kemeloi-maraba Ward,0.017421708454554,34.890882856985186,5.85,20.4
Kobujoi Ward,0.0389961060489188,34.96976383244298,5.65,18.6
Kaptumo/kaboi Ward,0.0927545690328229,35.062979751205084,5.55,18.6
Koyo/ndurio Ward,0.0207314540399084,35.04706837051101,5.69,17.8
Nandi hills Ward,0.1081034277004232,35.16539187642319,5.61,17.8
Chepkunyuk Ward,0.1293435412694334,35.241236345282616,5.63,18.4
Mwanda/mgange Ward,-3.374868290866534,38.274474366498985,5.7,18.4
Ronge Ward,-3.4168887428464414,38.452328619077925,5.19,22.3
Igambang`ombe Ward,-0.3604176910365186,37.80850230141812,5.74,22.8
Lelmoko/ngechek Ward,0.3411666428895104,35.18096662756063,5.91,17.8
